/docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
/docker-entrypoint.sh: Looking for shell scripts in /docker-entrypoint.d/
/docker-entrypoint.sh: Launching /docker-entrypoint.d/10-listen-on-ipv6-by-default.sh
10-listen-on-ipv6-by-default.sh: info: Getting the checksum of /etc/nginx/conf.d/default.conf
10-listen-on-ipv6-by-default.sh: info: Enabled listen on IPv6 in /etc/nginx/conf.d/default.conf
/docker-entrypoint.sh: Sourcing /docker-entrypoint.d/15-local-resolvers.envsh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/20-envsubst-on-templates.sh
/docker-entrypoint.sh: Launching /docker-entrypoint.d/30-tune-worker-processes.sh
/docker-entrypoint.sh: Configuration complete; ready for start up
2023/10/31 15:01:30 [notice] 1#1: using the "epoll" event method
2023/10/31 15:01:30 [notice] 1#1: nginx/1.25.3
2023/10/31 15:01:30 [notice] 1#1: built by gcc 12.2.1 20220924 (Alpine 12.2.1_git20220924-r10) 
2023/10/31 15:01:30 [notice] 1#1: OS: Linux 5.10.192-183.736.amzn2.x86_64
2023/10/31 15:01:30 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2023/10/31 15:01:30 [notice] 1#1: start worker processes
2023/10/31 15:01:30 [notice] 1#1: start worker process 30
2023/10/31 15:01:30 [notice] 1#1: start worker process 31
10.0.1.45 - - [31/Oct/2023:15:02:19 +0000] "GET /polyfills.js HTTP/1.1" 200 323350 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:02:19 +0000] "GET /vendor.js HTTP/1.1" 200 4881602 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:02:25 +0000] "GET /8.js HTTP/1.1" 200 70736 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:02:25 +0000] "GET /0.js HTTP/1.1" 200 15802 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:02:26 +0000] "GET /36.js HTTP/1.1" 200 47534 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:12:42 +0000] "GET /styles.js HTTP/1.1" 304 0 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:12:43 +0000] "GET /8.js HTTP/1.1" 304 0 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:12:43 +0000] "GET /36.js HTTP/1.1" 304 0 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:12:43 +0000] "GET /14.js HTTP/1.1" 304 0 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:12:43 +0000] "GET /svg/md-menu.svg HTTP/1.1" 304 0 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:12:43 +0000] "GET /tap-click-ca00ce7f-js.js HTTP/1.1" 304 0 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/home" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
10.0.1.45 - - [31/Oct/2023:15:13:12 +0000] "GET /runtime.js HTTP/1.1" 200 10003 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15" "-"
10.0.1.45 - - [31/Oct/2023:15:13:12 +0000] "GET /main.js HTTP/1.1" 200 84346 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15" "-"
10.0.1.45 - - [31/Oct/2023:15:13:12 +0000] "GET /styles.js HTTP/1.1" 200 102551 "http://a71f515adfd4b4510a0bbd5ddad75312-1135718290.us-east-1.elb.amazonaws.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15" "-"
